"","","",""
"0-0-1-147-258-2301-1","0","0","0"
"0-0-1-150-258-3518-1","0","0","0"
"0-0-1-147-258-4473-1","0","0","0"
"0-0-5-149-258-519-1","0","0","0"
"0-0-3-153-258-1418-1","0","0","0"
"0-0-1-152-258-41-1","0","0","0"
"0-0-0-148-258-871-1","0","0","0"
"0-0-1-147-258-1463-1","0","0","0"
"0-0-3-153-258-2090-1","0","0","0"
"0-0-1-147-258-582-1","0","0","0"
"0-0-1-150-258-1180-1","0","0","0"
"0-0-1-148-258-762-1","0","0","0"
"0-0-7-151-258-7693-1","0","0","0"
"0-0-1-149-258-942-1","0","0","0"
"0-0-1-153-258-1432-1","0","0","0"
"0-0-0-149-258-3738-1","0","0","0"
"0-0-6-152-258-168-1","0","0","0"
"0-0-3-149-258-20-1","0","0","0"
"0-0-0-143-258-2337-1","0","0","0"
"0-0-7-149-258-209-1","0","0","0"
"0-0-1-144-258-328-1","0","0","0"
"0-0-0-145-258-4670-1","0","0","0"
"0-0-1-145-258-508-1","0","0","0"
"0-0-1-146-258-3830-1","0","0","0"
"0-0-7-152-258-3274-1","0","0","0"
"0-0-0-144-258-212-1","0","0","0"
"0-0-0-150-258-827-1","0","0","0"
"0-0-0-146-258-3261-1","0","0","0"
"0-0-0-145-258-1660-1","0","0","0"
"0-0-6-151-258-5297-1","0","0","0"
"0-0-0-150-258-3069-1","0","0","0"
"0-0-4-152-258-598-1","0","0","0"
"0-0-1-148-258-1012-1","0","0","0"
"0-0-0-144-258-10-1","0","0","0"
"0-0-0-148-258-991-1","0","0","0"
"0-0-8-150-258-742-1","0","0","0"
"0-0-1-147-258-1583-1","0","0","0"
"0-0-0-152-258-2392-1","0","0","0"
"0-0-0-149-258-3858-1","0","0","0"
"0-0-0-144-258-4058-1","0","0","0"
"0-0-1-150-258-401-1","0","0","0"
"0-0-4-153-258-461-1","0","0","0"
"0-0-1-150-258-9778-1","0","0","0"
"0-0-3-150-258-408-1","0","0","0"
"0-0-1-145-258-3218-1","0","0","0"
"0-0-1-144-258-448-1","0","0","0"
"0-0-0-146-258-2709-1","0","0","0"
"0-0-1-144-258-1617-1","0","0","0"
"0-0-1-145-258-628-1","0","0","0"
"0-0-0-144-258-1048-1","0","0","0"
"0-0-0-143-258-152-1","0","0","0"
"0-0-1-146-258-808-1","0","0","0"
"0-0-0-144-258-332-1","0","0","0"
"0-0-0-150-258-947-1","0","0","0"
"0-0-1-148-258-4142-1","0","0","0"
"0-0-0-145-258-512-1","0","0","0"
"0-0-1-147-258-2541-1","0","0","0"
"0-0-4-150-258-1975-1","0","0","0"
"0-0-0-150-258-1017-1","0","0","0"
"0-0-0-147-258-6165-1","0","0","0"
"0-0-1-148-258-1132-1","0","0","0"
"0-0-1-151-258-2349-1","0","0","0"
"0-0-20-150-258-20-1","0","0","0"
"0-0-0-146-258-5839-1","0","0","0"
"0-0-0-144-258-2006-1","0","0","0"
"0-0-0-149-258-1806-1","0","0","0"
"0-0-0-144-258-4178-1","0","0","0"
"0-0-1-147-258-8681-1","0","0","0"
"0-0-1-150-258-521-1","0","0","0"
"0-0-1-151-258-701-1","0","0","0"
"0-0-7-151-258-2751-1","0","0","0"
"0-0-1-148-258-5100-1","0","0","0"
"0-0-1-144-258-568-1","0","0","0"
"0-0-1-144-258-1737-1","0","0","0"
"0-0-0-144-258-1168-1","0","0","0"
"0-0-0-143-258-272-1","0","0","0"
"0-0-0-150-258-4147-1","0","0","0"
"0-0-1-146-258-928-1","0","0","0"
"0-0-0-144-258-452-1","0","0","0"
"0-0-1-148-258-4262-1","0","0","0"
"0-0-0-145-258-632-1","0","0","0"
"0-0-0-149-258-108-1","0","0","0"
"0-0-1-151-258-5479-1","0","0","0"
"0-0-7-152-258-96-1","0","0","0"
"0-0-1-150-258-1706-1","0","0","0"
"0-0-1-147-258-2661-1","0","0","0"
"0-0-0-150-258-1137-1","0","0","0"
"0-0-0-140-258-4121-1","0","0","0"
"0-0-1-150-258-3878-1","0","0","0"
"0-0-0-147-258-2092-1","0","0","0"
"0-0-2-149-258-3422-1","0","0","0"
"0-0-1-143-258-163-1","0","0","0"
"0-0-0-147-258-6285-1","0","0","0"
"0-0-1-151-258-2469-1","0","0","0"
"0-0-5-150-258-218-1","0","0","0"
"0-0-9-149-258-75-1","0","0","0"
"0-0-6-150-258-109-1","0","0","0"
"0-0-0-146-258-5959-1","0","0","0"
"0-0-0-149-258-1926-1","0","0","0"
"0-0-0-150-258-5105-1","0","0","0"
"0-0-1-150-258-641-1","0","0","0"
"0-0-0-143-258-2697-1","0","0","0"
"0-0-1-151-258-821-1","0","0","0"
"0-0-1-144-258-688-1","0","0","0"
"0-0-0-146-258-2949-1","0","0","0"
"0-0-1-144-258-1857-1","0","0","0"
"0-0-6-151-258-4323-1","0","0","0"
"0-0-0-147-258-3050-1","0","0","0"
"0-0-1-145-258-868-1","0","0","0"
"0-0-0-144-258-1288-1","0","0","0"
"0-0-0-150-258-4267-1","0","0","0"
"0-0-0-143-258-392-1","0","0","0"
"0-0-0-144-258-572-1","0","0","0"
"0-0-1-148-258-2210-1","0","0","0"
"0-0-9-152-258-1131-1","0","0","0"
"0-0-1-151-258-3427-1","0","0","0"
"0-0-4-146-258-1-1","0","0","0"
"0-0-0-145-258-752-1","0","0","0"
"0-0-0-149-258-228-1","0","0","0"
"0-0-1-150-258-1826-1","0","0","0"
"0-0-0-146-258-932-1","0","0","0"
"0-0-0-150-258-1257-1","0","0","0"
"0-0-1-150-258-3998-1","0","0","0"
"0-0-1-148-258-1372-1","0","0","0"
"0-0-5-153-258-1567-1","0","0","0"
"0-0-1-149-258-119-1","0","0","0"
"0-0-5-151-258-518-1","0","0","0"
"0-0-8-154-258-578-1","0","0","0"
"0-0-4-150-258-222-1","0","0","0"
"0-0-0-146-258-3907-1","0","0","0"
"0-0-1-141-258-209-1","0","0","0"
"0-0-0-144-258-2246-1","0","0","0"
"0-0-0-151-258-96-1","0","0","0"
"0-0-1-150-258-761-1","0","0","0"
"0-0-1-145-258-1406-1","0","0","0"
"0-0-1-151-258-941-1","0","0","0"
"0-0-0-150-258-2215-1","0","0","0"
"0-0-1-144-258-1977-1","0","0","0"
"0-0-1-145-258-988-1","0","0","0"
"0-0-0-140-258-54-1","0","0","0"
"0-0-0-144-258-692-1","0","0","0"
"0-0-1-148-258-2330-1","0","0","0"
"0-0-0-148-258-168-1","0","0","0"
"0-0-1-151-258-3547-1","0","0","0"
"0-0-0-145-258-872-1","0","0","0"
"0-0-0-149-258-348-1","0","0","0"
"0-0-2-153-258-4308-1","0","0","0"
"0-0-7-148-258-284-1","0","0","0"
"0-0-1-150-258-1946-1","0","0","0"
"0-0-0-150-258-1377-1","0","0","0"
"0-0-7-148-258-6-1","0","0","0"
"0-0-1-148-258-1492-1","0","0","0"
"0-0-1-149-258-239-1","0","0","0"
"0-0-5-153-258-1687-1","0","0","0"
"0-0-1-140-258-149-1","0","0","0"
"0-0-1-141-258-329-1","0","0","0"
"0-0-9-154-258-589-1","0","0","0"
"0-0-1-150-258-881-1","0","0","0"
"0-0-0-141-258-213-1","0","0","0"
"0-0-1-145-258-3698-1","0","0","0"
"0-0-7-153-258-1131-1","0","0","0"
"0-0-0-150-258-2335-1","0","0","0"
"0-0-0-144-258-10683-1","0","0","0"
"0-0-1-148-258-2450-1","0","0","0"
"0-0-0-148-258-288-1","0","0","0"
"0-0-0-145-258-992-1","0","0","0"
"0-0-0-149-258-468-1","0","0","0"
"0-0-0-150-258-1497-1","0","0","0"
"0-0-6-149-258-2599-1","0","0","0"
"0-0-1-149-258-1041-1","0","0","0"
"0-0-1-152-258-2258-1","0","0","0"
"0-0-1-145-258-77-1","0","0","0"
"0-0-0-147-258-4473-1","0","0","0"
"0-0-1-148-258-179-1","0","0","0"
"0-0-1-149-258-359-1","0","0","0"
"0-0-12-150-258-3-1","0","0","0"
"0-0-0-144-258-3324-1","0","0","0"
"0-0-0-143-258-1723-1","0","0","0"
"0-0-1-149-258-6509-1","0","0","0"
"0-0-5-151-258-50-1","0","0","0"
"0-0-0-147-258-2738-1","0","0","0"
"0-0-1-143-258-809-1","0","0","0"
"0-0-0-141-258-333-1","0","0","0"
"0-0-12-155-258-5697-1","0","0","0"
"0-0-0-145-258-1077-1","0","0","0"
"0-0-0-150-258-2455-1","0","0","0"
"0-0-1-152-258-3216-1","0","0","0"
"0-0-0-148-258-88-1","0","0","0"
"0-0-0-147-258-5431-1","0","0","0"
"0-0-0-151-258-1046-1","0","0","0"
"0-0-6-151-258-332-1","0","0","0"
"0-0-0-149-258-588-1","0","0","0"
"0-0-0-148-258-4022-1","0","0","0"
"0-0-2-149-258-1730-1","0","0","0"
"0-0-1-149-258-1161-1","0","0","0"
"0-0-1-152-258-2378-1","0","0","0"
"0-0-7-153-258-62-1","0","0","0"
"0-0-0-143-258-4853-1","0","0","0"
"0-0-0-141-258-1020-1","0","0","0"
"0-0-1-148-258-299-1","0","0","0"
"0-0-0-148-258-1012-1","0","0","0"
"0-0-1-149-258-479-1","0","0","0"
"0-0-0-148-258-3184-1","0","0","0"
"0-0-4-151-258-762-1","0","0","0"
"0-0-0-150-258-3413-1","0","0","0"
"0-0-0-150-258-5585-1","0","0","0"
"0-0-0-147-258-2858-1","0","0","0"
"0-0-0-141-258-453-1","0","0","0"
"0-0-0-151-258-2004-1","0","0","0"
"0-0-7-155-258-3-1","0","0","0"
"0-0-0-145-258-1197-1","0","0","0"
"0-0-0-151-258-4176-1","0","0","0"
"0-0-0-146-258-109-1","0","0","0"
"0-0-8-155-258-2132-1","0","0","0"
"0-0-0-150-258-2575-1","0","0","0"
"0-0-7-152-258-748-1","0","0","0"
"0-0-0-151-258-1166-1","0","0","0"
"0-0-0-145-258-6003-1","0","0","0"
"0-0-1-153-258-192-1","0","0","0"
"0-0-0-148-258-4142-1","0","0","0"
"0-0-0-144-258-4402-1","0","0","0"
"0-0-12-155-258-12-1","0","0","0"
"0-0-1-149-258-1281-1","0","0","0"
"0-0-1-152-258-2498-1","0","0","0"
"0-0-6-153-258-812-1","0","0","0"
"0-0-0-141-258-1140-1","0","0","0"
"0-0-7-150-258-163-1","0","0","0"
"0-0-6-150-258-64-1","0","0","0"
"0-0-0-152-258-407-1","0","0","0"
"0-0-2-153-258-1658-1","0","0","0"
"0-0-0-148-258-1132-1","0","0","0"
"0-0-1-149-258-599-1","0","0","0"
"0-0-7-151-258-343-1","0","0","0"
"0-0-1-151-258-118-1","0","0","0"
"0-0-3-151-258-63-1","0","0","0"
"0-0-0-145-258-2155-1","0","0","0"
"0-0-1-143-258-1063-1","0","0","0"
"0-0-0-150-258-3533-1","0","0","0"
"0-0-1-146-258-3487-1","0","0","0"
"0-0-7-146-258-1942-1","0","0","0"
"0-0-0-147-258-2978-1","0","0","0"
"0-0-0-152-258-62-1","0","0","0"
"0-0-0-146-258-229-1","0","0","0"
"0-0-20-153-258-11-1","0","0","0"
"0-0-0-150-258-2695-1","0","0","0"
"0-0-0-147-258-409-1","0","0","0"
"0-0-1-152-258-3456-1","0","0","0"
"0-0-0-153-258-2947-1","0","0","0"
"0-0-1-151-258-1855-1","0","0","0"
"0-0-0-141-258-20-1","0","0","0"
"0-0-0-151-258-1286-1","0","0","0"
"0-0-0-148-258-4262-1","0","0","0"
"0-0-0-143-258-2921-1","0","0","0"
"0-0-7-151-258-3126-1","0","0","0"
"0-0-1-144-258-912-1","0","0","0"
"0-0-7-150-258-283-1","0","0","0"
"0-0-0-152-258-527-1","0","0","0"
"0-0-0-148-258-1252-1","0","0","0"
"0-0-0-144-258-1512-1","0","0","0"
"0-0-7-150-258-3697-1","0","0","0"
"0-0-6-147-258-979-1","0","0","0"
"0-0-0-153-258-707-1","0","0","0"
"0-0-0-147-258-3936-1","0","0","0"
"0-0-1-151-258-238-1","0","0","0"
"0-0-0-145-258-2275-1","0","0","0"
"0-0-1-143-258-1183-1","0","0","0"
"0-0-1-152-258-418-1","0","0","0"
"0-0-8-152-258-1448-1","0","0","0"
"0-0-0-151-258-122-1","0","0","0"
"0-0-1-146-258-1435-1","0","0","0"
"0-0-0-141-258-693-1","0","0","0"
"0-0-6-152-258-4472-1","0","0","0"
"0-0-0-151-258-2244-1","0","0","0"
"0-0-0-145-258-169-1","0","0","0"
"0-0-1-151-258-4985-1","0","0","0"
"0-0-0-148-258-5220-1","0","0","0"
"0-0-0-146-258-349-1","0","0","0"
"0-0-0-141-258-3718-1","0","0","0"
"0-0-0-147-258-529-1","0","0","0"
"0-0-10-155-258-25-1","0","0","0"
"0-0-7-151-258-6256-1","0","0","0"
"0-0-2-149-258-293-1","0","0","0"
"0-0-0-141-258-4390-1","0","0","0"
"0-0-0-148-258-2210-1","0","0","0"
"0-0-6-151-258-692-1","0","0","0"
"0-0-0-144-258-4642-1","0","0","0"
"0-0-0-150-258-9793-1","0","0","0"
"0-0-3-149-258-1190-1","0","0","0"
"0-0-12-147-258-1041-1","0","0","0"
"0-0-0-145-258-3233-1","0","0","0"
"0-0-1-146-258-43-1","0","0","0"
"0-0-0-152-258-647-1","0","0","0"
"0-0-0-148-258-1372-1","0","0","0"
"0-0-0-144-258-1632-1","0","0","0"
"0-0-1-150-258-178-1","0","0","0"
"0-0-8-153-258-27-1","0","0","0"
"0-0-1-151-258-358-1","0","0","0"
"0-0-0-145-258-2395-1","0","0","0"
"0-0-1-152-258-538-1","0","0","0"
"0-0-1-147-258-3156-1","0","0","0"
"0-0-0-150-258-1601-1","0","0","0"
"0-0-1-140-258-34-1","0","0","0"
"0-0-1-147-258-103-1","0","0","0"
"0-0-0-150-258-3773-1","0","0","0"
"0-0-1-153-258-718-1","0","0","0"
"0-0-0-151-258-242-1","0","0","0"
"0-0-1-149-258-1807-1","0","0","0"
"0-0-0-151-258-2364-1","0","0","0"
"0-0-1-149-258-3979-1","0","0","0"
"0-0-0-145-258-289-1","0","0","0"
"0-0-3-148-258-55-1","0","0","0"
"0-0-1-153-258-3125-1","0","0","0"
"0-0-0-146-258-469-1","0","0","0"
"0-0-0-147-258-649-1","0","0","0"
"0-0-0-149-258-54-1","0","0","0"
"0-0-0-148-258-2330-1","0","0","0"
"0-0-1-153-258-2287-1","0","0","0"
"0-0-0-144-258-4762-1","0","0","0"
"0-0-1-143-258-2261-1","0","0","0"
"0-0-0-152-258-767-1","0","0","0"
"0-0-0-148-258-1492-1","0","0","0"
"0-0-0-144-258-1752-1","0","0","0"
"0-0-0-143-258-45-1","0","0","0"
"0-0-1-150-258-298-1","0","0","0"
"0-0-0-148-258-512-1","0","0","0"
"0-0-2-147-258-339-1","0","0","0"
"0-0-1-151-258-478-1","0","0","0"
"0-0-7-150-258-29-1","0","0","0"
"0-0-1-149-258-4937-1","0","0","0"
"0-0-1-147-258-1104-1","0","0","0"
"0-0-1-152-258-658-1","0","0","0"
"0-0-0-150-258-182-1","0","0","0"
"0-0-1-147-258-223-1","0","0","0"
"0-0-1-153-258-838-1","0","0","0"
"0-0-0-151-258-362-1","0","0","0"
"0-0-1-146-258-1675-1","0","0","0"
"0-0-1-152-258-4654-1","0","0","0"
"0-0-7-146-258-1-1","0","0","0"
"0-0-1-148-258-403-1","0","0","0"
"0-0-4-151-258-28-1","0","0","0"
"0-0-0-146-258-589-1","0","0","0"
"0-0-0-141-258-3958-1","0","0","0"
"0-0-2-149-258-3199-1","0","0","0"
"0-0-1-152-258-1644-1","0","0","0"
"0-0-0-152-258-1075-1","0","0","0"
"0-0-0-147-258-769-1","0","0","0"
"0-0-9-152-258-573-1","0","0","0"
"0-0-0-149-258-4051-1","0","0","0"
"0-0-0-148-258-2450-1","0","0","0"
"0-0-0-144-258-2710-1","0","0","0"
"0-0-0-146-258-5074-1","0","0","0"
"0-0-0-149-258-1041-1","0","0","0"
"0-0-0-145-258-1301-1","0","0","0"
"0-0-0-145-258-3473-1","0","0","0"
"0-0-1-147-258-4234-1","0","0","0"
"0-0-7-150-258-1885-1","0","0","0"
"0-0-0-144-258-1872-1","0","0","0"
"0-0-6-151-258-30-1","0","0","0"
"0-0-1-152-258-5612-1","0","0","0"
"0-0-6-150-258-3337-1","0","0","0"
"0-0-0-146-258-2064-1","0","0","0"
"0-0-0-148-258-632-1","0","0","0"
"0-0-1-151-258-598-1","0","0","0"
"0-0-0-149-258-812-1","0","0","0"
"0-0-1-147-258-1224-1","0","0","0"
"0-0-1-146-258-163-1","0","0","0"
"0-0-1-152-258-778-1","0","0","0"
"0-0-0-150-258-1841-1","0","0","0"
"0-0-0-141-258-4916-1","0","0","0"
"0-0-1-147-258-343-1","0","0","0"
"0-0-0-151-258-482-1","0","0","0"
"0-0-0-148-258-4908-1","0","0","0"
"0-0-1-148-258-523-1","0","0","0"
"0-0-1-149-258-703-1","0","0","0"
"0-0-7-150-258-929-1","0","0","0"
"0-0-0-148-258-5580-1","0","0","0"
"0-0-1-150-258-9419-1","0","0","0"
"0-0-1-152-258-1764-1","0","0","0"
"0-0-0-152-258-1195-1","0","0","0"
"0-0-0-147-258-889-1","0","0","0"
"0-0-9-152-258-693-1","0","0","0"
"0-0-0-145-258-4431-1","0","0","0"
"0-0-3-151-258-288-1","0","0","0"
"0-0-0-144-258-2830-1","0","0","0"
"0-0-3-152-258-468-1","0","0","0"
"0-0-7-155-258-1174-1","0","0","0"
"0-0-0-149-258-1161-1","0","0","0"
"0-0-0-145-258-1421-1","0","0","0"
"0-0-9-151-258-1103-1","0","0","0"
"0-0-0-144-258-1992-1","0","0","0"
"0-0-0-146-258-2184-1","0","0","0"
"0-0-1-144-258-1092-1","0","0","0"
"0-0-0-148-258-752-1","0","0","0"
"0-0-0-151-258-3562-1","0","0","0"
"0-0-0-149-258-932-1","0","0","0"
"0-0-1-147-258-1344-1","0","0","0"
"0-0-1-146-258-283-1","0","0","0"
"0-0-1-152-258-898-1","0","0","0"
"0-0-0-150-258-1961-1","0","0","0"
"0-0-1-147-258-463-1","0","0","0"
"0-0-1-150-258-1061-1","0","0","0"
"0-0-1-148-258-643-1","0","0","0"
"0-0-1-149-258-823-1","0","0","0"
"0-0-1-152-258-1884-1","0","0","0"
"0-0-0-143-258-2218-1","0","0","0"
"0-0-0-149-258-4291-1","0","0","0"
"0-0-5-147-258-4129-1","0","0","0"
"0-0-1-148-258-9085-1","0","0","0"
"0-0-1-141-258-913-1","0","0","0"
"0-0-0-148-258-2690-1","0","0","0"
"0-0-12-152-258-9-1","0","0","0"
"0-0-0-150-258-708-1","0","0","0"
"0-0-0-146-258-3142-1","0","0","0"
"0-0-0-149-258-1281-1","0","0","0"
"0-0-0-151-258-4520-1","0","0","0"
"0-0-1-147-258-2302-1","0","0","0"
"0-0-1-149-258-19-1","0","0","0"
"0-0-1-147-258-4474-1","0","0","0"
"0-0-1-152-258-42-1","0","0","0"
"0-0-0-147-258-8098-1","0","0","0"
"0-0-0-148-258-872-1","0","0","0"
"0-0-9-151-258-919-1","0","0","0"
"0-0-0-151-258-1510-1","0","0","0"
"0-0-1-148-258-3065-1","0","0","0"
"0-0-0-151-258-3682-1","0","0","0"
"0-0-1-147-258-583-1","0","0","0"
"0-0-1-150-258-1181-1","0","0","0"
"0-0-1-148-258-763-1","0","0","0"
"0-0-1-145-258-6109-1","0","0","0"
"0-0-1-149-258-943-1","0","0","0"
"0-0-1-153-258-1433-1","0","0","0"
"0-0-0-149-258-3739-1","0","0","0"
"0-0-3-149-258-21-1","0","0","0"
"0-0-1-141-258-14613-1","0","0","0"
"0-0-1-144-258-329-1","0","0","0"
"0-0-5-149-258-4410-1","0","0","0"
"0-0-0-144-258-213-1","0","0","0"
"0-0-0-150-258-828-1","0","0","0"
"0-0-0-146-258-3262-1","0","0","0"
"0-0-0-145-258-1661-1","0","0","0"
"0-0-1-150-258-3639-1","0","0","0"
"0-0-3-150-258-1287-1","0","0","0"
"0-0-4-152-258-2048-1","0","0","0"
"0-0-1-146-258-2993-1","0","0","0"
"0-0-0-152-258-3231-1","0","0","0"
"0-0-0-147-258-6046-1","0","0","0"
"0-0-1-148-258-1013-1","0","0","0"
"0-0-0-144-258-11-1","0","0","0"
"0-0-9-152-258-84-1","0","0","0"
"0-0-0-148-258-992-1","0","0","0"
"0-0-1-148-258-3185-1","0","0","0"
"0-0-0-151-258-1630-1","0","0","0"
"0-0-1-147-258-1584-1","0","0","0"
"0-0-1-141-258-2204-1","0","0","0"
"0-0-1-148-258-883-1","0","0","0"
"0-0-0-149-258-3859-1","0","0","0"
"0-0-1-150-258-402-1","0","0","0"
"0-0-0-146-258-4220-1","0","0","0"
"0-0-1-144-258-449-1","0","0","0"
"0-0-0-144-258-1049-1","0","0","0"
"0-0-1-145-258-629-1","0","0","0"
"0-0-0-143-258-153-1","0","0","0"
"0-0-0-144-258-333-1","0","0","0"
"0-0-0-150-258-948-1","0","0","0"
"0-0-1-148-258-4143-1","0","0","0"
"0-0-0-145-258-513-1","0","0","0"
"0-0-0-145-258-1781-1","0","0","0"
"0-0-1-147-258-2542-1","0","0","0"
"0-0-0-150-258-1018-1","0","0","0"
"0-0-3-149-258-753-1","0","0","0"
"0-0-0-152-258-3351-1","0","0","0"
"0-0-0-147-258-6166-1","0","0","0"
"0-0-1-148-258-1133-1","0","0","0"
"0-0-0-151-258-1750-1","0","0","0"
"0-0-4-148-258-464-1","0","0","0"
"0-0-1-153-258-1673-1","0","0","0"
"0-0-0-149-258-1807-1","0","0","0"
"0-0-0-149-258-3979-1","0","0","0"
"0-0-1-150-258-522-1","0","0","0"
"0-0-1-151-258-702-1","0","0","0"
"0-0-10-152-258-2287-1","0","0","0"
"0-0-9-151-258-2421-1","0","0","0"
"0-0-0-144-258-1169-1","0","0","0"
"0-0-1-145-258-749-1","0","0","0"
"0-0-8-152-258-1912-1","0","0","0"
"0-0-0-150-258-4148-1","0","0","0"
"0-0-0-143-258-273-1","0","0","0"
"0-0-0-146-258-1330-1","0","0","0"
"0-0-0-144-258-453-1","0","0","0"
"0-0-0-145-258-633-1","0","0","0"
"0-0-0-149-258-109-1","0","0","0"
"0-0-0-150-258-1138-1","0","0","0"
"0-0-0-146-258-813-1","0","0","0"
"0-0-0-147-258-2093-1","0","0","0"
"0-0-1-148-258-1253-1","0","0","0"
"0-0-0-151-258-1870-1","0","0","0"
"0-0-7-148-258-1880-1","0","0","0"
"0-0-2-149-258-2585-1","0","0","0"
"0-0-7-153-258-163-1","0","0","0"
"0-0-0-144-258-2127-1","0","0","0"
"0-0-0-149-258-1927-1","0","0","0"
"0-0-0-150-258-7278-1","0","0","0"
"0-0-1-150-258-642-1","0","0","0"
"0-0-7-152-258-4473-1","0","0","0"
"0-0-0-146-258-4460-1","0","0","0"
"0-0-1-151-258-822-1","0","0","0"
"0-0-3-150-258-649-1","0","0","0"
"0-0-7-151-258-2872-1","0","0","0"
"0-0-1-144-258-689-1","0","0","0"
"0-0-0-152-258-5929-1","0","0","0"
"0-0-0-144-258-1289-1","0","0","0"
"0-0-0-150-258-4268-1","0","0","0"
"0-0-0-143-258-393-1","0","0","0"
"0-0-0-146-258-1450-1","0","0","0"
"0-0-0-144-258-573-1","0","0","0"
"0-0-0-143-258-7504-1","0","0","0"
"0-0-1-151-258-3428-1","0","0","0"
"0-0-12-154-258-47-1","0","0","0"
"0-0-1-148-258-4383-1","0","0","0"
"0-0-0-145-258-753-1","0","0","0"
"0-0-0-152-258-2919-1","0","0","0"
"0-0-0-149-258-229-1","0","0","0"
"0-0-1-147-258-2782-1","0","0","0"
"0-0-0-146-258-933-1","0","0","0"
"0-0-0-150-258-1258-1","0","0","0"
"0-0-9-155-258-3556-1","0","0","0"
"0-0-1-152-258-2019-1","0","0","0"
"0-0-0-147-258-4234-1","0","0","0"
"0-0-0-152-258-3591-1","0","0","0"
"0-0-1-148-258-1373-1","0","0","0"
"0-0-0-151-258-1990-1","0","0","0"
"0-0-0-146-258-6918-1","0","0","0"
"0-0-1-151-258-1090-1","0","0","0"
"0-0-0-143-258-3656-1","0","0","0"
"0-0-7-153-258-283-1","0","0","0"
"0-0-0-146-258-3908-1","0","0","0"
"0-0-0-151-258-97-1","0","0","0"
"0-0-7-153-258-8215-1","0","0","0"
"0-0-1-150-258-762-1","0","0","0"
"0-0-20-147-258-13-1","0","0","0"
"0-0-1-151-258-942-1","0","0","0"
"0-0-1-145-258-3579-1","0","0","0"
"0-0-9-149-258-1535-1","0","0","0"
"0-0-1-147-258-3740-1","0","0","0"
"0-0-1-144-258-1978-1","0","0","0"
"0-0-5-147-258-77-1","0","0","0"
"0-0-0-150-258-2216-1","0","0","0"
"0-0-1-145-258-989-1","0","0","0"
"0-0-7-152-258-1583-1","0","0","0"
"0-0-0-146-258-1570-1","0","0","0"
"0-0-0-144-258-10564-1","0","0","0"
"0-0-5-148-258-1148-1","0","0","0"
"0-0-0-144-258-693-1","0","0","0"
"0-0-1-148-258-2331-1","0","0","0"
"0-0-0-148-258-169-1","0","0","0"
"0-0-0-145-258-873-1","0","0","0"
"0-0-0-149-258-349-1","0","0","0"
"0-0-1-150-258-1947-1","0","0","0"
"0-0-2-148-258-76-1","0","0","0"
"0-0-0-150-258-1378-1","0","0","0"
"0-0-1-149-258-3094-1","0","0","0"
"0-0-0-144-258-8387-1","0","0","0"
"0-0-7-148-258-7-1","0","0","0"
"0-0-1-148-258-1493-1","0","0","0"
"0-0-1-153-258-2871-1","0","0","0"
"0-0-0-144-258-3205-1","0","0","0"
"0-0-4-150-258-343-1","0","0","0"
"0-0-4-151-258-523-1","0","0","0"
"0-0-1-146-258-3128-1","0","0","0"
"0-0-1-150-258-882-1","0","0","0"
"0-0-0-147-258-2619-1","0","0","0"
"0-0-8-153-258-294-1","0","0","0"
"0-0-0-141-258-214-1","0","0","0"
"0-0-7-153-258-1132-1","0","0","0"
"0-0-1-150-258-2905-1","0","0","0"
"0-0-0-150-258-2336-1","0","0","0"
"0-0-0-146-258-1690-1","0","0","0"
"0-0-7-152-258-509-1","0","0","0"
"0-0-0-148-258-289-1","0","0","0"
"0-0-1-148-258-2451-1","0","0","0"
"0-0-4-151-258-1885-1","0","0","0"
"0-0-1-151-258-3668-1","0","0","0"
"0-0-0-145-258-993-1","0","0","0"
"0-0-0-151-258-3099-1","0","0","0"
"0-0-0-149-258-469-1","0","0","0"
"0-0-0-140-258-2310-1","0","0","0"
"0-0-0-150-258-1498-1","0","0","0"
"0-0-0-148-258-6075-1","0","0","0"
"0-0-1-149-258-1042-1","0","0","0"
"0-0-0-144-258-6335-1","0","0","0"
"0-0-1-145-258-78-1","0","0","0"
"0-0-7-150-258-3338-1","0","0","0"
"0-0-12-150-258-4-1","0","0","0"
"0-0-5-151-258-51-1","0","0","0"
"0-0-0-141-258-334-1","0","0","0"
"0-0-0-145-258-1078-1","0","0","0"
"0-0-0-153-258-182-1","0","0","0"
"0-0-7-153-258-1252-1","0","0","0"
"0-0-6-151-258-2512-1","0","0","0"
"0-0-0-150-258-2456-1","0","0","0"
"0-0-1-149-258-2000-1","0","0","0"
"0-0-0-148-258-89-1","0","0","0"
"0-0-1-148-258-2571-1","0","0","0"
"0-0-0-151-258-1047-1","0","0","0"
"0-0-0-149-258-589-1","0","0","0"
"0-0-0-144-258-6455-1","0","0","0"
"0-0-1-149-258-1162-1","0","0","0"
"0-0-1-152-258-2379-1","0","0","0"
"0-0-7-153-258-63-1","0","0","0"
"0-0-0-148-258-1013-1","0","0","0"
"0-0-7-151-258-224-1","0","0","0"
"0-0-0-148-258-3185-1","0","0","0"
"0-0-0-143-258-1844-1","0","0","0"
"0-0-1-145-258-2605-1","0","0","0"
"0-0-0-145-258-2036-1","0","0","0"
"0-0-1-151-258-7756-1","0","0","0"
"0-0-0-150-258-3414-1","0","0","0"
"0-0-0-150-258-5586-1","0","0","0"
"0-0-4-152-258-4564-1","0","0","0"
